ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,job,housing,loan,contact,emp.var.rate,cons.price.idx,cons.conf.idx,revolve_ind,delq_ind,score
6885,110000,1,2,1,38,NA,96071,93321,NA,NA,NA,4826,5,4000,7300,0,4000,blue-collar,no,yes,telephone,1.1,93.994,-36.4,0,1,0.156183446
6886,260000,2,1,2,33,6818,8040,11736,NA,18122,0,1340,4036,204,8122,0,200,technician,no,no,telephone,1.1,93.994,-36.4,0,1,0.389183444
6887,50000,2,3,3,55,390,390,911,1080,NA,NA,390,911,559,390,0,390,blue-collar,yes,yes,telephone,1.1,93.994,-36.4,0,1,0.34629447
6888,50000,1,2,2,44,49120,50823,NA,NA,20241,19921,2504,1590,701,803,1000,671,admin.,no,yes,telephone,1.1,93.994,-36.4,1,1,0.652101407
6889,80000,1,2,2,23,25992,904,68,232,NA,-440,1000,0,1000,0,1000,0,technician,no,yes,telephone,1.1,93.994,-36.4,1,0,0.478201232
6890,260000,1,1,2,29,7168,4495,4032,2104,2650,3472,4497,4035,2111,2653,4054,5014,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,1,0.577643724
6891,80000,1,1,2,31,48783,42692,NA,38808,40942,40854,5000,3000,5000,5000,3000,2000,entrepreneur,no,no,telephone,1.1,93.994,-36.4,0,1,0.588382898
6892,80000,2,1,2,29,NA,NA,51760,NA,55477,55020,2000,3305,3000,7767,7007,5000,admin.,no,no,telephone,1.1,93.994,-36.4,1,1,0.090717866
6893,2.00E+05,2,5,1,36,2353,2957,738,NA,2866,1414,3011,747,4164,2874,1418,2148,retired,no,no,telephone,1.1,93.994,-36.4,1,0,0.23626953
6894,370000,2,2,2,29,390509,382898,365461,304436,311426,275628,0,0,10019,11000,10000,10000,blue-collar,no,yes,telephone,1.1,93.994,-36.4,1,0,0.971235991
6895,60000,2,1,1,43,46806,47758,48669,49559,50608,51426,2000,2000,2000,2000,1806,2300,management,no,no,telephone,1.1,93.994,-36.4,0,1,0.400412502
6896,260000,1,1,2,29,NA,23827,29423,37900,-3400,-4000,778,29423,10000,0,0,24450,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.828165
6897,30000,1,2,2,35,NA,14179,NA,13979,15525,0,1228,0,553,1825,0,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.48383431
6898,120000,1,2,2,32,60316,61763,63154,64524,66345,68104,3000,3000,3000,3000,3000,0,management,yes,no,telephone,1.1,93.994,-36.4,1,1,0.574146946
6899,130000,2,3,2,39,133825,NA,133745,NA,NA,123468,7500,10000,0,4500,4500,4179,blue-collar,no,no, ,1.1,93.994,-36.4,1,0,0.187954538
6900,160000,2,3,1,38,0,0,0,NA,0,0,0,0,0,0,0,0,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.077346918
6901,230000,2,2,2,31,NA,4317,1421,10452,5978,NA,4317,1421,10452,700,57229,2500,retired,yes,no, ,1.1,93.994,-36.4,1,1,0.135967581
6902,3.00E+05,2,1,2,26,293554,291421,3760,3359,10670,2969,7877,5016,5008,10032,2977,11875,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.256685415
6903,180000,2,2,2,29,NA,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,student,no,no,telephone,1.1,93.994,-36.4,0,1,0.30433196
6904,80000,2,2,2,24,0,159,NA,110,NA,1104,159,0,110,390,1884,0,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.72978425
6905,180000,2,4,1,30,107337,101268,101754,NA,NA,7382,3735,2231,15147,2187,7382,850,admin.,no,yes,telephone,1.1,93.994,-36.4,1,0,0.313637614
6906,50000,1,2,2,25,50516,22781,25064,12927,NA,19291,9,1210,1000,6000,1060,780,admin.,yes,yes,telephone,1.1,93.994,-36.4,1,1,0.78832803
6907,10000,1,2,1,62,2778,1939,NA,NA,0,0,1939,2040,1938,0,0,0,admin.,no,no, ,1.1,93.994,-36.4,0,1,0.509677588
6908,50000,1,2,2,46,1540,26060,0,NA,3320,NA,26060,0,3472,2320,1764,2841,management,yes,no,telephone,1.1,93.994,-36.4,0,0,0.575689823
6909,90000,2,1,1,31,8318,6111,33212,8978,1782,23173,39,33500,0,0,25000,0,self-employed,yes,no, ,1.1,93.994,-36.4,1,1,0.1830116
6910,30000,2,3,2,29,23136,24205,NA,28755,29442,30003,1744,4857,1200,1300,1200,1100,services,no,no,telephone,1.1,93.994,-36.4,1,0,0.627434677
6911,180000,1,1,1,38,181302,181271,NA,NA,NA,179734,6747,6573,6506,6581,6801,6100,admin.,no,yes, ,1.1,93.994,-36.4,1,1,0.977187265
6912,150000,2,2,1,38,140133,140414,141314,NA,142358,143358,6601,6501,5201,5501,5282,5200,housemaid,no,yes,telephone,1.1,93.994,-36.4,0,0,0.399770131
6913,590000,1,1,1,63,630458,646770,693131,324522,NA,369685,28000,61115,325000,40000,20000,51000,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.209730445
6914,60000,1,2,1,39,59929,35338,22856,NA,19531,NA,2110,2000,200,467,500,4100,blue-collar,yes,no, ,1.1,93.994,-36.4,1,1,0.402910829
6915,1.00E+05,1,2,2,27,63004,66964,75856,74062,72756,76355,5000,10000,0,0,5000,5000,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.261799223
6916,20000,2,2,2,25,7666,6664,6598,6632,6666,6666,6664,6600,6700,6700,6666,6982,technician,yes,no,telephone,1.1,93.994,-36.4,0,0,0.406253388
6917,10000,1,1,2,22,6883,9108,8813,NA,10017,NA,2500,0,1400,1100,0,500,student,no,no,telephone,1.1,93.994,-36.4,0,0,0.622244233
6918,3.00E+05,1,1,2,26,273138,279307,273333,277270,NA,286837,12000,0,10000,12180,10000,10817,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.401303171
6919,260000,2,2,2,40,241565,244619,NA,14,124493,128463,13000,6500,0,124479,6000,6500,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,0,0.440325069
6920,160000,2,3,1,28,38660,38942,NA,40069,37647,38268,2500,1877,2000,3000,1400,5000,technician,yes,no,telephone,1.1,93.994,-36.4,1,1,0.735029435
6921,260000,2,1,2,32,0,0,3210,0,0,2712,0,3210,0,0,2712,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.801940226
6922,280000,2,1,2,29,2187,1461,53603,976,20825,1159,1469,53871,981,20929,1164,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.173106353
6923,260000,2,1,2,35,-15,16596,NA,5365,NA,294,16611,1935,5365,0,294,741,services,no,yes,telephone,1.1,93.994,-36.4,1,0,0.563047077
6924,240000,1,1,1,43,3645,NA,4234,7118,NA,8708,9088,4234,7118,8187,8708,9291,services,yes,no,telephone,1.1,93.994,-36.4,0,0,0.893204603
6925,50000,2,2,3,49,45681,14657,9677,NA,NA,9865,1209,1300,350,1500,0,300,self-employed,yes,no,telephone,1.1,93.994,-36.4,0,0,0.500829148
6926,260000,2,2,2,44,NA,0,0,0,0,0,0,0,0,0,0,0,admin.,no,no,telephone,1.1,93.994,-36.4,1,1,0.934169294
6927,60000,2,2,2,24,60270,65005,63309,62369,64603,66584,5706,0,2250,5000,4800,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.410875317
6928,130000,2,2,1,26,24579,23741,11666,11806,11081,11396,1187,1500,616,500,500,485,self-employed,yes,no,telephone,1.1,93.994,-36.4,0,1,0.715135071
6929,140000,2,1,2,31,112936,117021,107837,NA,95489,97347,6000,5000,3400,3617,3600,3700,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.560772747
6930,20000,1,3,2,39,18243,17557,19880,NA,16211,14365,1677,3000,590,687,524,235,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.915305826
6931,360000,2,1,2,35,0,0,NA,0,0,1392,0,0,0,0,1392,12884,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.86971935
6932,220000,1,1,2,28,127021,132595,102667,NA,NA,121062,28500,5000,9604,10000,6000,14000,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.591927337
6933,5.00E+05,1,1,2,37,4331,60446,30592,154167,13410,25426,60446,30594,150843,163881,25426,39526,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.263358194
6934,50000,1,3,3,59,50739,50142,NA,18512,16853,18401,1500,1500,1000,1000,2000,1000,unemployed,yes,no,telephone,1.1,93.994,-36.4,1,0,0.351984715
6935,210000,2,1,2,28,262,3771,NA,69536,76188,72678,3771,5474,69536,10000,4000,2100,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.604224515
6936,2.00E+05,1,1,1,41,90930,94502,93559,95060,88930,-23670,5032,2263,1901,1779,0,0,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.027294043
6937,370000,1,1,2,28,87313,90345,37554,7628,1026,NA,5000,6000,2000,1000,1422,3600,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.059934816
6938,2.00E+05,1,2,2,27,112050,115353,112099,NA,120780,123710,6501,0,10000,4001,5000,0,technician,yes,no,telephone,1.1,93.994,-36.4,0,1,0.37842492
6939,260000,1,1,1,51,-200,-200,-200,6682,1718,1512,0,0,6882,1734,1512,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.548383275
6940,50000,2,1,2,23,15512,2552,NA,2545,15688,3088,2552,13914,2545,16508,3088,0,admin.,yes,no, ,1.1,93.994,-36.4,1,0,0.388892177
6941,260000,2,1,2,33,18460,20321,22643,NA,NA,NA,3000,3000,2000,5634,3748,1000,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.982140428
6942,230000,2,3,2,48,2781,12515,3090,NA,30467,4460,12540,3099,1884,30468,4473,5635,entrepreneur,no,no,telephone,1.1,93.994,-36.4,0,0,0.397234286
6943,20000,1,2,2,27,0,0,0,0,NA,0,0,0,0,0,0,0,services,no,no,telephone,1.1,93.994,-36.4,1,1,0.323679071
6944,5.00E+05,1,2,2,33,3311,4254,2234,5404,NA,10078,4019,2019,5025,2011,10046,3017,blue-collar,no,no, ,1.1,93.994,-36.4,0,0,0.025470829
6945,160000,2,2,1,50,1261,2261,1390,390,NA,0,2261,1390,390,390,0,780,technician,yes,no, ,1.1,93.994,-36.4,0,0,0.498748421
6946,50000,1,2,2,25,1552,2452,NA,NA,326,-70,2452,0,0,0,0,3000,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.067803222
6947,220000,2,2,1,37,2345,2572,15,947,NA,715,1007,16,1578,0,400,1,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.922702248
6948,150000,1,3,1,64,NA,58031,59202,60304,NA,NA,2688,2730,2680,2850,0,0,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.469257749
6949,180000,2,1,2,35,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.733633139
6950,80000,2,2,1,40,82150,0,0,NA,NA,0,0,0,0,0,0,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,1,0.25908552
6951,50000,2,3,2,27,41991,42736,45821,46767,45886,48701,1720,3805,2000,0,3581,0,blue-collar,unknown,unknown,telephone,1.1,93.994,-36.4,1,1,0.372862457
6952,30000,2,2,2,26,5231,6299,6052,NA,NA,7469,1300,0,500,1000,400,1500,entrepreneur,no,no,telephone,1.1,93.994,-36.4,1,1,0.426920634
6953,180000,2,2,2,31,176731,177490,178659,138243,138023,137923,6814,7756,4788,5100,5500,5100,services,no,no,telephone,1.1,93.994,-36.4,1,1,0.19393988
6954,70000,1,3,1,64,62188,62848,56718,NA,45959,47635,3000,2200,1700,1700,2441,2000,technician,no,yes,telephone,1.1,93.994,-36.4,1,0,0.86261092
6955,3.00E+05,2,1,2,33,0,NA,NA,0,0,0,0,0,0,0,0,0,self-employed,no,no,telephone,1.1,93.994,-36.4,1,0,0.268326395
6956,640000,2,1,1,50,6482,8853,22238,9877,10110,23910,8853,22243,9877,10110,24616,5952,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,1,0.000521277
6957,60000,2,1,2,28,0,0,NA,619,NA,34881,0,0,619,39224,1500,1500,blue-collar,no,no, ,1.1,93.994,-36.4,0,0,0.575981503
6958,120000,2,2,2,24,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,admin.,no,no,telephone,1.1,93.994,-36.4,0,1,0.664903282
6959,280000,2,1,2,27,36382,2000,400,0,NA,4626,2000,400,0,1398,4626,0,technician,yes,no,telephone,1.1,93.994,-36.4,1,1,0.213872629
6960,260000,2,1,2,32,8161,10086,12985,0,560,0,2000,3000,0,560,0,0,entrepreneur,yes,no,telephone,1.1,93.994,-36.4,0,1,0.673796975
6961,50000,1,2,3,34,48538,NA,NA,20914,19646,NA,3000,3006,1500,701,1000,1000,services,yes,no,telephone,1.1,93.994,-36.4,1,1,0.441382234
6962,70000,1,2,2,47,64586,62983,64885,NA,66948,71122,0,2950,4965,0,5289,0,admin.,yes,no, ,1.1,93.994,-36.4,0,0,0.278709915
6963,50000,1,1,2,38,390,770,580,1380,0,390,770,590,1400,0,390,390,management,yes,no,telephone,1.1,93.994,-36.4,0,0,0.022223927
6964,470000,1,1,1,40,241153,204223,151253,138087,NA,106004,10000,5214,4500,5000,4200,5000,admin.,yes,yes,telephone,1.1,93.994,-36.4,1,1,0.599782151
6965,320000,2,1,1,41,56093,0,0,NA,NA,0,0,0,0,12974,0,5616,admin.,yes,no,telephone,1.1,93.994,-36.4,0,0,0.85472425
6966,50000,2,3,2,23,49385,49527,29550,NA,NA,NA,1500,1467,1201,1236,1103,1042,self-employed,no,no,telephone,1.1,93.994,-36.4,1,0,0.67671663
6967,230000,2,3,1,32,0,0,NA,0,NA,0,0,0,0,0,0,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.487447108
6968,140000,2,2,2,29,43030,NA,45351,NA,55506,56609,2000,1755,1721,10000,2028,3000,technician,yes,no,telephone,1.1,93.994,-36.4,1,0,0.974074897
6969,50000,1,2,2,25,6302,7993,8506,8716,NA,9128,1800,800,500,500,500,400,technician,yes,no,telephone,1.1,93.994,-36.4,1,0,0.914994208
6970,450000,2,1,2,45,NA,0,0,0,NA,198,0,0,0,4595,198,5095,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,1,0.900682185
6971,5.00E+05,1,2,1,49,371,NA,483,12988,92539,94292,3540,485,13052,92539,3160,1910,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.151007739
6972,20000,1,2,2,37,15960,0,-1953,5985,NA,8273,0,18047,7985,1000,2000,0,management,yes,no,telephone,1.1,93.994,-36.4,0,0,0.134153914
6973,230000,1,1,1,38,1902,2161,NA,1346,1024,-4,2170,1149,1352,1029,0,654,technician,no,no,telephone,1.1,93.994,-36.4,0,0,0.062956908
6974,50000,1,2,2,24,53890,54084,NA,NA,NA,47828,2200,0,1800,105,2300,1600,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.942205357
6975,3.00E+05,1,2,1,31,NA,14185,12970,14786,12794,14180,14212,12985,14816,12808,14201,14109,services,yes,no,telephone,1.1,93.994,-36.4,0,0,0.667580257
6976,1.00E+05,2,3,1,36,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,0,1,0.724497028
6977,30000,1,2,2,27,NA,28601,NA,27525,27630,0,1908,1200,2,835,0,0,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.71033028
6978,4.00E+05,1,2,1,44,6389,59407,NA,15333,9995,4175,59570,1105,10021,51,4735,1733,admin.,yes,no,telephone,1.1,93.994,-36.4,1,0,0.391366647
6979,170000,1,1,2,30,998,998,0,NA,724,NA,0,0,499,724,390,424,unemployed,no,no,telephone,1.1,93.994,-36.4,1,1,0.060978
6980,340000,2,3,2,57,49467,50551,53490,NA,54351,25346,1880,3819,2073,5264,2571,53860,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.165356978
6981,210000,2,2,1,35,44552,45831,46870,48089,NA,50296,2000,1800,2000,2000,1803,2000,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.160628559
6982,80000,2,2,1,38,NA,316,316,514,316,1605,316,316,514,316,1605,316,retired,yes,no,telephone,1.1,93.994,-36.4,0,1,0.344476922
6983,20000,2,1,2,24,NA,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,services,no,no, ,1.1,93.994,-36.4,1,0,0.38652458
6984,3.00E+05,2,1,1,51,311,830,225,NA,0,0,832,225,0,0,0,0,entrepreneur,no,no,telephone,1.1,93.994,-36.4,0,0,0.883470342
6985,20000,1,3,2,43,NA,6607,2800,NA,10522,9150,1045,1028,11052,311,183,0,unemployed,no,no,telephone,1.1,93.994,-36.4,1,1,0.29996922
6986,50000,1,1,1,40,50657,50529,49162,19969,NA,NA,2015,2190,809,3012,5795,2001,services,unknown,unknown, ,1.1,93.994,-36.4,0,1,0.453394315
6987,60000,2,1,2,27,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.574489325
6988,60000,2,2,2,50,59853,24975,26000,26545,30966,30330,1500,1450,965,4864,0,1001,technician,yes,no,telephone,1.1,93.994,-36.4,1,0,0.219395627
6989,50000,1,3,1,51,48091,47028,46672,28478,NA,29671,1,2213,1019,1055,1080,1245,entrepreneur,yes,no,telephone,1.1,93.994,-36.4,0,0,0.985953061
6990,120000,2,2,2,26,52623,51208,57538,56019,60135,61298,0,7200,0,5200,2300,0,unknown,no,no,telephone,1.1,93.994,-36.4,1,1,0.536040167
6991,20000,1,3,2,59,5119,5546,NA,7193,8075,8938,1500,1000,1000,1000,1000,1000,admin.,yes,no, ,1.1,93.994,-36.4,1,1,0.287847281
6992,240000,2,2,1,40,326,326,326,NA,NA,326,326,326,326,326,326,326,student,unknown,unknown,telephone,1.1,93.994,-36.4,1,0,0.650196894
6993,420000,2,1,2,36,0,3363,NA,NA,7853,5562,3363,13591,1026,7853,5562,990,management,unknown,unknown,telephone,1.1,93.994,-36.4,0,1,0.552124962
6994,180000,2,1,2,28,0,0,NA,0,0,0,0,0,0,0,0,0,blue-collar,unknown,unknown,telephone,1.1,93.994,-36.4,0,0,0.894718213
6995,410000,2,3,2,28,407490,415276,384242,NA,320407,328827,16195,15282,15164,12005,15000,10507,admin.,no,yes,telephone,1.1,93.994,-36.4,1,1,0.466542949
6996,30000,1,1,2,41,16098,NA,18621,19017,18571,19264,1597,2088,1000,0,1001,380,admin.,no,no,telephone,1.1,93.994,-36.4,0,0,0.239704341
6997,110000,1,2,2,25,38449,38433,NA,NA,12907,13541,3000,1800,2000,600,1000,5000,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.86939844
6998,90000,1,1,2,33,498,498,498,498,3482,2793,498,498,498,3482,0,483,admin.,yes,yes,telephone,1.1,93.994,-36.4,1,1,0.941729726
6999,220000,1,1,1,41,30262,37068,14271,9884,NA,6108,37092,10071,9884,4090,6108,19933,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,1,0.120377545
7000,50000,2,3,1,57,47349,46353,NA,16970,17695,18401,1892,2600,2000,1000,1000,1500,management,yes,no,telephone,1.1,93.994,-36.4,0,0,0.557508242
7001,30000,2,3,2,22,20741,21906,23183,13273,3027,3177,1500,1700,750,200,200,100,technician,no,no,telephone,1.1,93.994,-36.4,0,1,0.315808715
7002,520000,1,1,1,55,NA,5139,NA,35024,NA,7208,5227,8309,35026,10883,7310,4890,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.670774722
7003,80000,2,3,1,39,NA,NA,50207,51081,NA,51129,2000,2000,2000,2001,0,4100,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.85727186
7004,20000,1,3,2,58,12066,0,NA,0,0,0,0,0,0,0,0,0,services,no,no,telephone,1.1,93.994,-36.4,0,0,0.37394022
7005,210000,2,1,2,29,27371,NA,NA,2042,1021,1666,871,871,2042,0,1666,316,admin.,no,no,telephone,1.1,93.994,-36.4,1,0,0.73811932
7006,1.00E+05,2,2,2,28,101557,101518,97664,NA,70183,71068,5000,4000,2700,2500,2800,2600,admin.,no,no,telephone,1.1,93.994,-36.4,1,1,0.335448891
7007,320000,2,1,1,33,0,0,0,1248,NA,0,0,0,1248,1479,0,0,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.70091046
7008,5.00E+05,2,2,1,44,38034,39044,38458,39222,40043,40854,1632,1639,1403,1452,1475,1117,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.598549942
7009,20000,2,3,1,41,16208,NA,18255,18468,19715,19250,1300,1600,813,1700,0,831,technician,yes,no,telephone,1.1,93.994,-36.4,0,1,0.87307573
7010,10000,1,2,1,59,NA,NA,NA,8877,9063,9318,1290,1145,318,329,406,186,unemployed,no,no,telephone,1.1,93.994,-36.4,1,1,0.647040375
7011,310000,1,3,1,43,4323,650,NA,NA,NA,1788,650,10453,202,1098,1788,200,technician,no,no,telephone,1.1,93.994,-36.4,0,1,0.789733278
7012,2.00E+05,2,1,2,37,11211,12329,11846,NA,8035,8521,12329,11846,25924,161,8521,5538,unknown,yes,no,telephone,1.1,93.994,-36.4,0,0,0.156845704
7013,180000,1,3,2,29,4358,3160,NA,8710,5127,8758,3169,2618,8736,5142,8766,15040,management,unknown,unknown,telephone,1.1,93.994,-36.4,0,1,0.568113738
7014,50000,1,2,1,32,37293,35441,26265,19526,NA,11250,1634,1420,391,300,500,0,entrepreneur,yes,no, ,1.1,93.994,-36.4,1,1,0.762446293
7015,150000,2,2,2,41,2371,40800,NA,NA,4926,5523,40824,2340,0,4970,5527,903,technician,no,no,telephone,1.1,93.994,-36.4,0,0,0.852203624
7016,5.00E+05,2,1,1,45,93669,101892,NA,20965,50466,NA,10147,5331,10000,30000,12000,10000,management,yes,no,telephone,1.1,93.994,-36.4,1,0,0.241643342
7017,230000,1,2,2,31,14529,16597,18968,NA,NA,26815,5500,3000,4000,8000,4000,5000,admin.,yes,no, ,1.1,93.994,-36.4,1,0,0.858750517
7018,20000,1,2,2,38,19845,NA,17658,16576,NA,10387,1694,1368,547,504,347,6000,technician,no,no,telephone,1.1,93.994,-36.4,1,1,0.632178421
7019,190000,2,2,2,28,43072,NA,41016,40702,NA,27560,3768,3500,2500,4000,3000,3000,self-employed,yes,no,telephone,1.1,93.994,-36.4,0,1,0.512582308
7020,20000,2,2,2,24,19043,20210,NA,19431,NA,17492,1500,1408,5000,1000,2000,5000,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.979052824
7021,170000,1,3,1,51,NA,56493,55594,50417,45347,46247,8000,6000,1709,1645,1653,1725,management,no,no,telephone,1.1,93.994,-36.4,1,0,0.546548031
7022,210000,2,2,2,43,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,management,no,no,telephone,1.1,93.994,-36.4,0,1,0.59468106
7023,1.00E+05,1,2,1,44,59586,60842,61749,65130,63816,65011,2800,2500,5000,0,2400,2400,retired,yes,no,telephone,1.1,93.994,-36.4,1,1,0.040974863
7024,260000,2,2,1,42,50060,54213,49512,18657,33296,32622,5000,2655,800,15000,0,10000,admin.,yes,no,telephone,1.1,93.994,-36.4,1,0,0.357283653
7025,2.00E+05,2,2,2,25,22371,24569,28630,29962,30733,NA,2569,4500,1800,2000,9000,5000,services,yes,no,telephone,1.1,93.994,-36.4,1,1,0.379049471
7026,90000,1,2,3,40,106947,71111,NA,8773,3786,390,1965,5064,5007,3788,390,390,technician,no,no,telephone,1.1,93.994,-36.4,1,0,0.508893882
7027,470000,2,1,1,35,270005,NA,248080,232961,217802,NA,9500,9000,8086,14700,7000,9000,services,no,no,telephone,1.1,93.994,-36.4,1,0,0.096135475
7028,270000,2,1,2,27,153201,136157,NA,93359,55264,11292,5933,9851,4214,4300,0,1000,services,no,yes, ,1.1,93.994,-36.4,0,0,0.895031857
7029,1.00E+05,1,1,1,49,63977,64854,69258,NA,71938,73605,2500,6100,0,5500,3000,0,blue-collar,yes,no,telephone,1.1,93.994,-36.4,0,0,0.861231393
7030,2.00E+05,2,1,2,40,-433,-433,-433,NA,17363,0,0,0,9000,17363,0,0,admin.,yes,no,telephone,1.1,93.994,-36.4,1,1,0.515598012
7031,70000,2,2,1,43,NA,38750,39493,39879,40314,40725,1957,1700,1408,1448,1456,1475,blue-collar,yes,no,telephone,1.1,93.994,-36.4,1,0,0.80580905
7032,2.00E+05,2,1,1,40,16204,7870,18041,4288,2270,467,7870,18090,4288,2270,467,18,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,0,0.887904542
7033,50000,2,2,1,31,NA,50393,25953,NA,NA,16845,3000,5000,3000,3002,3007,7000,entrepreneur,yes,no,telephone,1.1,93.994,-36.4,0,0,0.86908027
7034,90000,2,2,1,24,NA,28980,NA,29710,29700,0,1800,1774,920,1102,4014,0,admin.,yes,no,telephone,1.1,93.994,-36.4,0,1,0.368889007
7035,50000,2,2,1,30,48139,49364,50558,23921,24423,25059,2299,2493,856,887,1043,922,self-employed,yes,no,telephone,1.1,93.994,-36.4,0,0,0.609255356
7036,240000,2,1,1,37,317,0,0,NA,0,0,0,0,0,0,0,0,services,yes,no,telephone,1.1,93.994,-36.4,1,0,0.533442558
7037,140000,1,1,2,35,325,537,4233,NA,325,325,537,4233,857,325,325,954,blue-collar,yes,no, ,1.1,93.994,-36.4,0,0,0.712001176
7038,120000,1,1,1,52,112593,112623,115258,119620,NA,121619,3300,6000,7800,1500,4800,0,technician,no,no,telephone,1.1,93.994,-36.4,0,0,0.565880744
7039,460000,1,2,1,61,0,8602,0,880,NA,NA,8602,0,880,1018,99,1922,unemployed,yes,yes,telephone,1.1,93.994,-36.4,0,1,0.829920105
7040,170000,2,2,1,25,1906,3970,3406,1703,NA,6616,4000,2703,0,495,6616,495,services,yes,no,telephone,1.1,93.994,-36.4,1,1,0.073007081
7041,5.00E+05,2,1,1,39,39823,NA,NA,27843,NA,11931,30006,23016,566,22323,11931,10683,entrepreneur,yes,no,telephone,1.1,93.994,-36.4,1,0,0.858644247
7042,50000,1,2,1,51,31281,30832,20497,19465,18474,20096,2556,1582,811,700,2318,1101,admin.,no,no,telephone,1.1,93.994,-36.4,1,0,0.511606629
7043,210000,2,1,2,26,-12,488,488,NA,NA,-506,500,0,0,0,0,0,student,no,no,telephone,1.1,93.994,-36.4,1,0,0.614756746
7044,50000,1,1,2,24,42509,43565,NA,40206,46538,47311,2041,2006,1632,7177,1701,0,services,no,no,telephone,1.1,93.994,-36.4,0,1,0.444650498
7045,2.00E+05,2,2,1,42,326,645,586,NA,485,0,645,586,600,485,0,0,entrepreneur,yes,no,telephone,1.1,93.994,-36.4,1,0,0.063186676
7046,20000,2,1,2,26,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,technician,yes,no,telephone,1.1,93.994,-36.4,1,1,0.088227401
7047,80000,2,2,1,53,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,technician,yes,no,telephone,1.1,93.994,-36.4,1,1,0.314350463
7048,430000,1,2,1,32,0,2500,0,0,0,0,2500,0,0,0,0,0,blue-collar,no,no,telephone,1.1,93.994,-36.4,1,1,0.063313977
7049,350000,2,1,2,44,NA,322032,NA,333278,340791,348006,14000,12000,13000,13000,13000,12200,services,no,yes,telephone,1.1,93.994,-36.4,0,0,0.343889918
